url,avg_f1,max_f1,avg_tpr,max_tpr,ens_tpr,ens_f1,knn_tpr,knn_f1,cumul_tpr,cumul_f1,kfp_tpr,kfp_f1
lolsonynnslow5lt.onion,0.0966400939013,0.124223602484,0.1,0.142857142857,0.0857142857143,0.093023255814,0.0857142857143,0.0869565217391,0.142857142857,0.124223602484,0.0714285714286,0.0787401574803
louhlbgyupgktsw7.onion,0.990476190476,1.0,0.990476190476,1.0,1.0,1.0,0.971428571429,0.971428571429,1.0,1.0,1.0,1.0
ltxocqh4nvwkofil.onion,0.528746107693,0.616541353383,0.514285714286,0.585714285714,0.557142857143,0.577777777778,0.4,0.424242424242,0.585714285714,0.616541353383,0.557142857143,0.545454545455
lu4qfnnkbnduxurt.onion,0.721574895256,0.808510638298,0.738095238095,0.814285714286,0.871428571429,0.829931972789,0.614285714286,0.627737226277,0.814285714286,0.808510638298,0.785714285714,0.728476821192
lulzwrzcle5ks3se.onion,0.983550728232,0.992907801418,0.995238095238,1.0,1.0,0.979020979021,0.985714285714,0.978723404255,1.0,0.992907801418,1.0,0.979020979021
luxegwcifet3dlea.onion,0.397135791799,0.461538461538,0.514285714286,0.685714285714,0.571428571429,0.43956043956,0.3,0.291666666667,0.685714285714,0.461538461538,0.557142857143,0.438202247191
luxembn2i2c6hlrd.onion,0.736086316731,0.783783783784,0.7,0.828571428571,0.814285714286,0.857142857143,0.614285714286,0.68253968254,0.828571428571,0.783783783784,0.657142857143,0.741935483871
m2cylfgzmxwauyqz.onion,0.992941098125,1.0,1.0,1.0,1.0,0.985915492958,1.0,0.992907801418,1.0,1.0,1.0,0.985915492958
mail2get4idcbfwe.onion,0.956065696155,0.978723404255,0.942857142857,0.985714285714,0.971428571429,0.964539007092,0.885714285714,0.932330827068,0.985714285714,0.978723404255,0.957142857143,0.957142857143
maryjrhg5d6unfad.onion,0.310097987444,0.469565217391,0.257142857143,0.385714285714,0.328571428571,0.425925925926,0.271428571429,0.292307692308,0.114285714286,0.168421052632,0.385714285714,0.469565217391
